Genome	PSM count	Peptide count	Unique peptide count	GTDB_Name	GTDB_Rank	GTDB_Superkingdom	GTDB_Kingdom	GTDB_Phylum	GTDB_Class	GTDB_Order	GTDB_Family	GTDB_Genus	GTDB_Species	NCBI_Name	NCBI_Rank	NCBI_Superkingdom	NCBI_Kingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	Intensity 10_18	Intensity 10_9	Intensity 11_18	Intensity 11_9	Intensity 12_18	Intensity 12_9	Intensity 13_18	Intensity 13_9	Intensity 14_18	Intensity 14_9	Intensity 15_18	Intensity 15_9	Intensity 16_18	Intensity 16_9	Intensity 17_18	Intensity 17_9	Intensity 18_18	Intensity 18_9	Intensity 9_18	Intensity 9_9
MGYG000300227	2893	205	18	Enterocloster clostridioformis	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	Enterocloster clostridioformis	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	4.208527952380952E7	3559500.0	5.697158809523809E7	107642.85714285714	4948408.80952381	700415.7142857143	4.816203809523809E7	0.0	1.266003480952381E8	1736438.5714285714	2.4577100714285716E7	0.0	1.840672547619048E7	3821635.714285714	8092146.428571428	3819000.0	1.2626073809523808E7	7233700.0	2.9497740476190474E7	160089.2857142857
MGYG000299947	780	59	14	Pseudomonas_C	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_C												2.95009E7	1846900.0	6.842266666666666E7	4222050.0	3.209016E7	987230.0	7.04080238095238E7	1197600.0	8.939598E7	4575020.0	7.070209047619049E7	1108872.0	4.6871546190476194E7	2284550.0	3.219267619047619E7	0.0	1.2360252857142856E7	0.0	8811814.285714285	1698444.0
MGYG000302647	11170	932	198	W0P33-017	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	W0P33-017												1.7067053744039178E9	5.8063891666666664E7	3.2657556026190476E9	1.0661731285714285E8	2.544660726984127E8	6.947096E7	2.230349449370145E9	7.031195E7	3.231921090705842E9	6.3507181E7	8.231878882539681E8	4.3059845E7	1.2647039755099633E9	5.694952471428572E7	5.477660093566363E8	5.671588E7	3.8531060873015875E8	5.235337E7	1.1414568033721714E9	4.8562616428571425E7
MGYG000301672	2800	150	15	Lachnospira	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira												6.4547147222222224E7	1975375.0	2.8614925555555556E7	5765452.0	2.234817E7	7944742.5	1.9482575E7	2275155.0	2.3962856666666668E7	4646900.0	1.3469633333333334E8	7350460.0	8.222394444444445E7	2407645.0	6.592638888888889E7	0.0	7.471822E7	0.0	2.5630177777777776E7	6844705.0
MGYG000300462	179	14	2	Hornefia	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hornefia												5175200.0	1903700.0	4234100.0	0.0	1695400.0	0.0	6086300.0	0.0	4884600.0	0.0	4396800.0	2049300.0	1534200.0	0.0	9886000.0	0.0	0.0	0.0	7766600.0	0.0
MGYG000301311	5482	1175	1030	Campylobacter	Genus	Bacteria		Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter												1.9426450353333333E9	2.435647E8	2.2066865866666665E9	5.4952253E8	1.13863611E9	5.3434546E8	1.2682631433333333E9	3.6069823E8	1.3708908593333334E10	2.8989972E8	8.9690001E8	3.822642733333333E8	1.4369632243E10	4.60217636E8	8.0656628E8	1.98463305E8	8.9319846E8	1.5209617E8	5.76699995E9	2.13720744E8
MGYG000302400	4356	349	36	Agathobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter												2.5084121386904764E8	5254017.142857143	2.620149692857143E8	9362185.0	3.0673764285714287E7	3376100.0	2.622946158333333E8	8712895.0	9.164618815476191E7	2346850.0	1.0555815351190476E8	3379050.714285714	9.85987125E7	3430259.285714286	8.56818056547619E7	2489058.5714285714	4.610377976190476E7	4528348.571428572	2.929064738095238E8	1154920.0
MGYG000302520	9456	1668	1262	Dialister sp000434475	Species	Bacteria		Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp000434475	Dialister	Genus	Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister		3.5275870241975684E9	5.22415307E8	3.225579592142857E9	3.7659239E8	4.369425010666667E9	7.211760566666666E8	2.4349146059574466E9	4.1050883E8	2.4545258424042554E9	2.30879979E8	4.717043554285714E9	3.51952811E8	4.268720761240122E9	5.07981646E8	2.0649803121975685E10	2.17309465E8	4.992959538571428E9	5.53590226E8	2.7294038976261396E9	3.44926067E8
MGYG000301794	1232	74	8	Firm-07 sp905187695	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Firm-07	Firm-07 sp905187695	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				8908861.538461538	1306500.0	2.1374942307692308E7	3907850.0	6773500.0	2206130.0	1.7450169230769232E7	1005700.0	1.5007765384615384E7	2298440.0	8363300.0	3136350.0	3694413.076923077	1258900.0	7.706820384615384E7	0.0	7.15776E7	288870.0	3.6830807692307696E7	544210.0
MGYG000299702	1277	77	36	W2P13-069 sp004553405	Species	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	QAMH01	W2P13-069	W2P13-069 sp004553405	Coriobacteriaceae	Family	Bacteria		Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae			4.146241766666667E8	4211800.0	1.0906343333333333E8	1158040.0	5.7345866666666664E7	1424190.0	1.9829164E8	4956300.0	5.07288E7	0.0	6.27586E7	2261290.0	8.115110433333333E7	0.0	5.991854E7	2087000.0	3.7072216666666664E7	1.004075E7	9.966596E7	2782300.0
MGYG000302655	1880	86	18	Eubacterium_R	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R												1.6982145E7	887147.5	3.807983E7	1.708307E7	9224155.0	2026680.0	2.8376255E7	0.0	1.0844896E8	1.253575E7	2.5613281E7	951880.0	1.5291002E7	4450835.0	8639615.0	268650.0	1.063295E7	1249160.0	2.483399E7	714075.0
MGYG000300477	5969	591	144	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												6.83104426111111E8	3.8169586E7	9.715000858333333E8	1.7879943E8	2.755364433333334E8	5.866992E7	7.065034994444443E8	5.7716563333333336E7	2.162104766944445E9	5.469432333333333E7	3.987038225E8	6.3557250666666664E7	9.770570727777778E8	4.152425333333333E7	1.9983341E8	3.362004E7	3.5246369E8	2.1375869666666664E7	4.997079186111111E8	3.8070283E7
MGYG000302775	845	86	11	Schaedlerella	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella												3.299395E7	0.0	3.7965945E7	0.0	3100000.0	0.0	1.437822E8	0.0	4.951765E7	0.0	902850.0	0.0	3448430.0	0.0	509300.0	0.0	2353800.0	0.0	3.892064E7	0.0
MGYG000303504	67	6	1	Coprovivens sp016296185	Species	Bacteria		Firmicutes	Bacilli	RF39	UBA660	Coprovivens	Coprovivens sp016296185	Bacilli	Class	Bacteria		Firmicutes	Bacilli					0.0	0.0	0.0	0.0	0.0	0.0	4072700.0	0.0	1073400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000301444	98	3	1	Baileyella intestinalis	Species	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Baileyella	Baileyella intestinalis	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				6246200.0	0.0	0.0	7242900.0	0.0	0.0	0.0	0.0	3667700.0	0.0	2537900.0	0.0	3713000.0	0.0	0.0	0.0	2695900.0	0.0	3426500.0	0.0
MGYG000303622	3457	140	11	UMGS1889 sp016302225	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1889	UMGS1889 sp016302225	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			2.6963749166666668E7	633910.0	2.5480045555555556E7	2139870.0	3.076E7	372580.0	6.0737217777777776E7	0.0	1.4017222222222222E7	0.0	1.2460366666666666E7	2565140.0	9812900.0	461660.0	1.548E7	0.0	1.23918E7	211130.0	4.91768875E7	0.0
MGYG000302777	5378	346	29	AM51-8	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	AM51-8												8.282733493506494E7	1837047.5	7.214562772727272E7	3773495.0	3.348669318181818E7	5298362.5	1.7552426935064936E8	4273590.0	1.916900668831169E8	2120600.0	1.2969405103896104E8	390120.0	4.908482779220779E7	1987365.0	6.537870519480519E7	551655.0	2.170879642857143E7	2593897.5	7.57896425974026E7	2436400.0
MGYG000301204	639	41	3	SFTH01 sp004554085	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-74	SFTH01	SFTH01 sp004554085	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				9913820.62937063	214890.9090909091	3884681.8181818184	0.0	559427.2727272727	0.0	2673816.666666667	76153.33333333333	2182637.878787879	0.0	2587421.212121212	4029.846153846154	3050174.2424242427	0.0	322950.0	0.0	1200363.6363636365	0.0	2198450.0	0.0
MGYG000300359	15929	1451	329	Agathobacter sp900549895	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900549895	Lachnobacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnobacterium		6.389397181694404E9	1.5384655E8	4.225753998314463E9	1.39116317E8	1.8428486267327118E9	1.5094726166666666E8	1.0371514406491358E10	2.835826216666666E8	3.827049840034847E9	1.18588358E8	2.476321894916306E9	1.4770268066666666E8	4.461661363149546E9	1.564764E8	2.445811412249854E9	2.3924787E8	2.1609221375396824E9	1.03880913E8	1.9014380380497158E9	1.21004514E8
MGYG000302779	1404	89	19	Ornithomonoglobus_A	Genus	Bacteria		Firmicutes_A	Clostridia	UBA1381	UBA1381	Ornithomonoglobus_A												1.2659454234042554E8	2.083938E7	8.77546E7	3.27571E7	9.423595E7	1.877426E7	1.0813877595744681E8	1.275831E7	2.3116687340425533E8	1.06703E7	7.814924E7	1.073428E7	7.456791638297872E7	8408650.0	4.6349098404255316E7	9124600.0	4.482803E7	6377203.0	1.2176726234042554E8	4114340.0
MGYG000302418	22435	3008	1299	Anaerovibrio sp900548165	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp900548165	Anaerovibrio	Genus	Bacteria		Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio		2.014588692937889E10	4.54661209E8	1.2280030772141026E10	4.854265085E8	5.015938027333333E9	4.073676625E8	1.3520668505854885E10	6.353990725E8	1.0737605587288872E10	4.126556025E8	1.5840833965666668E10	5.34877019E8	8.147140942293235E9	5.368634115E8	2.3759341063917076E10	2.07287116E8	7.019426895333333E9	3.46577365E8	8.224518375032733E9	3.628886783333333E8
MGYG000301208	11717	1084	333	KLE1615 sp900066985	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	KLE1615 sp900066985	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			2.876694754780902E9	1.73514293E8	2.0950928349047618E9	2.7274963761904764E8	6.400434685714285E8	2.9146976057142854E8	2.638755206219352E9	2.209868966666667E8	2.5261031862256837E9	2.112721766666667E8	1.0997835189880953E9	8.285418333333334E7	2.3397733105496454E9	1.5161086E8	9.866208810828267E8	1.5284255E8	1.3611075826190474E9	5.9418987E7	2.4649950785309024E9	3.7024526E8
MGYG000301683	5946	591	151	Alloprevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella												2.413688155E8	3.598539E7	1.748901945E9	1.1899842E8	2.213640515E8	2.027599E7	7.102466588333334E8	8.309143E7	8.40601812E8	4.14155E7	1.2879128333333335E9	2.3911004E7	8.008107253333334E8	4.381989E7	9.905935858333334E8	2.2578305E7	6.9865824875E8	4.410327325E7	4.821432073333334E8	2.4747749E7
MGYG000301441	1864	96	9	CAG-485 sp004553095	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp004553095	Bacteroidales	Order	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales				1.1453E7	245750.0	2.23226E7	6672500.0	1493490.0	1.120736E7	3.5863305E7	307650.0	9.3905675E7	0.0	4.433475E7	136960.0	1.4400335E7	0.0	1.355305E7	0.0	3.946735E7	0.0	3.39777E7	0.0
MGYG000300594	3946	192	13	Acetatifactor	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor												1.2671234512888707E8	4.4675053333333336E7	5.382472564102563E7	5527703.333333334	1.6150586666666666E7	1037700.0	1.2155378435488272E8	1.9479E7	9.585282837220404E7	1.0066E7	3.829400875E7	2045440.0	6.116458362656847E7	3.369053E7	3.369401516707583E7	1.805314E7	1.3623726666666666E7	6435650.0	1.7333536836606652E8	1.018935E7
MGYG000302895	7115	1214	433	Bifidobacterium thermophilum	Species	Bacteria		Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	Species	Bacteria		Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum	1.1140297015E9	1.661784764E9	6.50281795E8	1.1128044625E9	5.698338305E8	1.0695235155E9	7.60058052E8	7.86883189E8	6.08763715E8	1.414510589E9	7.07700577E8	1.571485153E9	9.0837109E8	8.208069865E8	5.9444176E8	1.26811636E8	1.299596155E9	3.46489993E9	7.59790353E8	1.350411751E9
MGYG000301443	1670	120	14	Emergencia	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia												7.037730666666667E7	3.0875935E7	2.8531233333333336E7	1.322135E7	1.8713766666666664E7	3284880.0	3.03789E7	5597900.0	2.0354E7	1.678956E7	1.483495E7	7764255.0	1.2470283333333334E7	6.6670005E7	1.17187E7	7.419E7	1.0334816666666668E7	1.3521E7	7.78488E7	2465330.0
MGYG000300353	762	53	7	CAG-873	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873												2.07796E7	0.0	1.652143E7	146000.0	1.1548E7	0.0	3.87045E7	1021130.0	3.36235E7	0.0	1.40881E7	701110.0	1.199105E7	448400.0	1.31E7	0.0	2.02212E7	1071200.0	4.05494E7	170350.0
MGYG000301563	24741	4247	3157	Lactobacillus amylovorus	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	Lactobacillus amylovorus	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	3.5683730789E9	1.511990723E9	3.497661946E9	5.728671292E9	1.0528279626E10	9.483364802333332E9	4.617446117E9	1.409480546E9	8.171741324E9	9.58376772E8	6.140856240333333E9	2.856712321E9	4.998953185E9	6.006270257E9	3.0549381011666665E9	8.01076578E8	5.3477640576E10	1.19417008645E10	7.2298304925E9	3.168456926E9
MGYG000302652	675	23	6	Alistipes senegalensis	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	Alistipes senegalensis	Species	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	8.7250135E7	750210.0	4283150.0	2166900.0	7935825.0	1444700.0	9460275.0	3156600.0	1.13745E7	1840800.0	1.120795E7	0.0	0.0	2322160.0	1375900.0	0.0	5055600.0	1217880.0	6230440.0	2805500.0
MGYG000302303	1533	70	7	Ruminococcus_E sp004560275	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E sp004560275	Bacteria	Subkingdom	Bacteria								2.541431E7	2.1651E7	7.071E7	6.3227E7	3.86641E7	1.6368E8	3.42568E7	1.45986E7	6.30809E7	1.4601E7	2.57768E7	8.7259E7	5.419E7	6552102.0	8.12902E7	2.218761E7	3.79655E7	2.8399342E7	3.45619E7	1.3165E7
MGYG000302424	1011	60	7	Fournierella excrementavium	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella excrementavium	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			1.13811825E7	0.0	0.0	0.0	77382.5	0.0	7171330.0	0.0	3675137.5	922470.0	1924400.0	0.0	2.7979435E7	0.0	9.8960325E7	19661.5	1.9847665E7	921110.0	7785392.5	0.0
MGYG000303636	3904	359	97	Phascolarctobacterium_A sp016302525	Species	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A sp016302525	Phascolarctobacterium	Genus	Bacteria		Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium		9.062632840070921E8	5.611549E7	5.29143915E8	5.0526521E7	1.72370153E8	3.18199E7	1.1190943326241136E9	4.146177E7	1.1672946334042554E9	3.569065E7	7.096874333333334E8	8.3063E7	4.5861531688297874E8	5.606783E7	7.872987034042553E8	2.992444E7	2.80455572E8	2.951242E7	7.968752623404255E8	5050932.0
MGYG000300488	12585	1176	203	Gemmiger	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger												1.7626782601531804E9	6.129350090909091E7	1.2616649700544457E9	5.5252023690476194E7	3.214572236060606E8	1.0162801166666667E8	8.482451398260072E8	7.630229666666666E7	1.5603769454062603E9	2.9325270666666668E7	1.1232444206883118E9	8.2296755E7	1.461887153843157E9	4.539858738095238E7	1.1974990357509155E9	2.3705304333333336E7	5.254059448030303E8	8.464268E7	1.3664331916804025E9	4.191217309523809E7
MGYG000301334	2096	224	18	Alloprevotella sp004552195	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004552195	Bacteroidales	Order	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales				7.353051083333334E7	1.6584905E7	1.2642459305555557E8	5458090.0	1.1255084722222222E7	0.0	1.9175708827777776E8	5938475.0	6.864525727777778E7	2.046632E7	1.970455588888889E8	8868776.0	7.0653822E7	2.28951E7	1.9983620666666663E8	1.3554615E7	4.333369291666667E7	2155896.25	1.3343406233333333E8	2451151.3333333335
MGYG000302786	1601	111	16	Eubacterium_R	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R												4.381754080196399E7	803940.0	5.901848E8	1.188E7	5.65889E7	696160.0	3.7697435957446806E7	1140000.0	6.718511340425532E7	1090700.0	4.43869E7	0.0	6.468480638297872E7	969540.0	1.091135340425532E7	5418750.0	3.768165E7	3877940.0	2.903938695581015E7	0.0
MGYG000301697	810	36	4	Aphodocola	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	Aphodocola												1.69462E7	4.1979E7	9726400.0	1.949E8	1.07126E8	2.314342E8	2.20052E7	7.1085E7	1.740612E7	7.2345E7	2.79671E7	4.9368E7	3.98407E7	4.07888E7	1.87957E7	2.9485E7	2.488E7	6.982756E8	1.92873E7	1.01035E8
MGYG000299927	962	8	1	Ignatzschineria merdigallinarum	Species	Bacteria		Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	Ignatzschineria	Ignatzschineria merdigallinarum	Candidatus Ignatzschineria merdigallinarum	Species	Bacteria		Proteobacteria	Gammaproteobacteria			Ignatzschineria	Candidatus Ignatzschineria merdigallinarum	5.3585E8	4.1607E7	9.1884E8	1.0476E9	3.6919E8	1.6028E9	5.8798E8	2.5177E9	4.7066E8	1.7199E9	7.435E8	7.2518E8	5.5368E8	1.1385E9	5.2227E8	1.2657E9	7.9441E8	1.0039E9	8.107E8	1.29E9
MGYG000302428	8674	1108	415	Mitsuokella jalaludinii	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella jalaludinii	Mitsuokella	Genus	Bacteria		Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella		1.7280744940000002E9	8.230181333333333E7	1.1476318776666665E9	9.930609583333333E7	5.733788733333333E8	3.386800508333334E8	1.4389252413333335E9	1.467481665E8	3.125880625E8	8.844836916666667E7	6.177778716666666E8	9.671988516666667E7	8.255845975E8	9.160329283333334E7	4.647995358333333E9	6.071823E7	3.874352166666667E8	7.4551365E7	9.847398983333334E8	7.5942115E7
MGYG000301339	7740	644	196	Agathobacter sp900316805	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900316805	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			1.4963117292857144E9	3.819818E7	1.5167645007142859E9	1.5544407285714287E8	6.17786615E8	7.351593E7	1.7125434407142856E9	6.9517795E7	6.525261270000001E9	1.19675225E8	3.7263555714285713E8	8.1655325E7	1.0086382092857143E9	6.835835071428572E7	3.723682632142857E8	7.13849075E7	4.100189964285714E8	4.183117E7	1.0500367792857143E9	4.1295896428571425E7
MGYG000302541	9411	945	464	Megasphaera elsdenii	Species	Bacteria		Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii	Megasphaera elsdenii	Species	Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii	9.65771019E8	2.33051001E8	5.390936252285715E9	2.8343233E8	3.507820115E9	2.410394640714286E9	4.831658029285714E9	5.32350816E8	1.770144385E9	1.7228974157142857E8	3.6872628657142854E9	2.8006417E8	4.979397772857142E9	4.42334303E8	5.35395429E9	1.00113374E8	3.182026417857143E9	3.47976485E8	1.9743803414285715E9	4.4593035085714287E8
MGYG000300484	2445	173	14	Eisenbergiella porci	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella porci	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			9.875948583333333E7	8937400.0	5.6104491666666664E7	6623970.0	1.7851390000000004E7	7312130.0	7.132788166666667E7	1587700.0	6.08049E7	7695400.0	2.4049856666666668E7	8553510.0	7129916.666666667	3182130.0	1.7200385E7	1550200.0	1.3502353333333334E7	817070.0	1.2218035083333333E8	5373300.0
MGYG000302784	3394	224	28	Agathobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter												3.5441511666666664E7	4139760.0	1.2762025E8	3198768.3333333335	7539536.666666666	645940.0	7.779235833333333E7	1.0894541666666666E7	1.427000333333333E8	9783000.0	6.2617498333333336E7	3453000.0	2.0869075E8	361900.0	1.7455921666666664E7	207710.0	1.224787E7	0.0	4.999253E7	1578300.0
MGYG000301574	1338	47	1	Clostridium_X	Genus	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_X												2882374.0	0.0	7611700.0	2112464.2	1934054.0	276650.0	9145622.0	1793532.0	1.2488632E7	434020.0	3.25422E7	0.0	1.1080562E7	20710.0	2.812932E7	0.0	1147756.0	27898.0	174048.0	709320.0
MGYG000301695	1396	118	40	Succinivibrio	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio												3.091108E7	4327576.666666667	7.196046166666665E8	317670.0	1.4443766666666666E7	8806900.0	5.699338366666667E8	2.0591393333333332E7	2.4813263333333334E8	2309816.6666666665	1.23278716E9	3706800.0	3.219147333333333E8	1.289508E7	1.8945898333333334E8	4983436.666666667	4.30275E7	2310503.3333333335	4.50457E7	1187700.0
MGYG000301211	4349	482	230	Lachnospiraceae	Family	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae													2.71407903E8	2.19898E7	1.7953212E8	4.471162E7	1.5504035113333333E9	1.587792E7	3.951614163333333E8	4.154187E7	3.53949621E8	1.7458382E7	1.9101384E8	3.907838E7	2.44250168E8	6.810413E7	1.88685755E8	3.430065E7	1.3712802333333334E8	1.53686E7	5.8134309E8	3.343014E7
MGYG000302300	1068	48	6	Weissella confusa	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	Weissella confusa	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	4.50927E7	1.546E7	4385300.0	1098600.0	8.23765E7	1.4473E8	1.249886E7	1.0768E7	7.061094E7	8984300.0	6.05641E7	2.6007E7	5349800.0	7.9058E7	9271250.0	487550.0	6.608853E7	4.477716E7	1.24075E7	6.9612E7
MGYG000299921	1195	100	25	Bacteroides	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides												1.56440381E8	2458900.0	3.9845386E8	4888700.0	7.83062E7	1100410.0	2.4014512E8	9845100.0	2.6171513E8	5256700.0	8.688594E7	2820890.0	8.997895E7	5569000.0	8.60085E7	3042900.0	1.55539E8	3515140.0	1.2483802E8	1912020.0
MGYG000301984	11194	896	126	Agathobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter												1.0474899474865292E9	2.815423714285714E7	1.0374105218614719E9	3.7678385E7	1.841292327705628E8	4.1143095E7	7.554192470865955E8	4.2282928333333336E7	1.0146422992213548E9	2.9003922E7	3.033905680790043E8	6.512683488095238E7	7.957502554847102E8	3.817077928571428E7	3.115807631823939E8	1.011573357142857E7	1.855557733333333E8	3.55059869047619E7	7.247088766333548E8	1.009159E7
MGYG000300411	14505	1281	180	Oliverpabstia intestinalis	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia intestinalis	Blautia	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia		2.382286792659412E9	9.051412847619048E7	1.2002113011355312E9	9.7594531E7	9.587782174859585E8	5.578528071428572E7	2.0824348856796691E9	1.1643922333333333E8	1.6283569574320326E9	5.6536176666666664E7	1.0009798917658731E9	7.300485047619048E7	9.547235310795597E8	8.130711642857142E7	8.943478113209217E8	3.2165720904761903E7	8.499397907008545E8	2.0477320428571427E8	2.8636113758996444E9	4.671586190476191E7
MGYG000300532	4618	279	33	UBA4372	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372												1.3877145E8	1.3360693333333334E7	6.7045301666666664E7	4413140.0	5.8056505E7	1.517341E7	4.221369833333333E8	5827356.666666667	1.5938936E8	1.731389E7	6.334230816666667E7	8235403.333333333	1.2720623333333333E8	1.1947936666666668E7	5.77641E7	3170435.0	4.8424765E7	9567940.0	9.876317833333333E7	1.1054066666666666E7
